s,C,g/g,1/s,W/g,W/g
Time,Temp,Mass,MLR,MCC,DSC
 8.3280000E+003, 7.1400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021968E-003
 8.3400000E+003, 7.1500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003765E-003
 8.3520000E+003, 7.1600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019165E-003
 8.3640000E+003, 7.1700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011253E-003
 8.3760000E+003, 7.1800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004156E-003
 8.3880000E+003, 7.1900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005963E-003
 8.4000000E+003, 7.2000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017228E-003
 8.4120000E+003, 7.2100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006368E-003
 8.4240000E+003, 7.2200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021330E-003
 8.4360000E+003, 7.2300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013265E-003
 8.4480000E+003, 7.2400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006475E-003
 8.4600000E+003, 7.2500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007076E-003
 8.4720000E+003, 7.2600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4981767E-003
 8.4840000E+003, 7.2700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001288E-003
 8.4960000E+003, 7.2800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000729E-003
 8.5080000E+003, 7.2900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007397E-003
 8.5200000E+003, 7.3000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020208E-003
 8.5320000E+003, 7.3100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008035E-003
 8.5440000E+003, 7.3200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020385E-003
 8.5560000E+003, 7.3300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008827E-003
 8.5680000E+003, 7.3400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006280E-003
 8.5800000E+003, 7.3500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010145E-003
 8.5920000E+003, 7.3600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006243E-003
 8.6040000E+003, 7.3700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4993721E-003
 8.6160000E+003, 7.3800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020627E-003
 8.6280000E+003, 7.3900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023770E-003
 8.6400000E+003, 7.4000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009563E-003
 8.6520000E+003, 7.4100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004729E-003
 8.6640000E+003, 7.4200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017833E-003
 8.6760000E+003, 7.4300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002364E-003
 8.6880000E+003, 7.4400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003304E-003
 8.7000000E+003, 7.4500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020739E-003
 8.7120000E+003, 7.4600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008673E-003
 8.7240000E+003, 7.4700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014364E-003
 8.7360000E+003, 7.4800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011099E-003
 8.7480000E+003, 7.4900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015030E-003
 8.7600000E+003, 7.5000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008473E-003
 8.7720000E+003, 7.5100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014583E-003
 8.7840000E+003, 7.5200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4995439E-003
 8.7960000E+003, 7.5300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4974340E-003
 8.8080000E+003, 7.5400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012790E-003
 8.8200000E+003, 7.5500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5038778E-003
 8.8320000E+003, 7.5600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998392E-003
 8.8440000E+003, 7.5700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5037689E-003
 8.8560000E+003, 7.5800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010569E-003
 8.8680000E+003, 7.5900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004529E-003
 8.8800000E+003, 7.6000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996976E-003
 8.8920000E+003, 7.6100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5027123E-003
 8.9040000E+003, 7.6200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000985E-003
 8.9160000E+003, 7.6300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011058E-003
 8.9280000E+003, 7.6400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015598E-003
 8.9400000E+003, 7.6500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006378E-003
 8.9520000E+003, 7.6600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5033637E-003
 8.9640000E+003, 7.6700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5027835E-003
 8.9760000E+003, 7.6800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009563E-003
 8.9880000E+003, 7.6900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006955E-003
 9.0000000E+003, 7.7000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017852E-003
 9.0120000E+003, 7.7100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022466E-003
 9.0240000E+003, 7.7200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015821E-003
 9.0360000E+003, 7.7300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014154E-003
 9.0480000E+003, 7.7400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004147E-003
 9.0600000E+003, 7.7500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999043E-003
 9.0720000E+003, 7.7600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012073E-003
 9.0840000E+003, 7.7700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021791E-003
 9.0960000E+003, 7.7800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023337E-003
 9.1080000E+003, 7.7900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021349E-003
 9.1200000E+003, 7.8000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5029074E-003
 9.1320000E+003, 7.8100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4984967E-003
 9.1440000E+003, 7.8200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5029311E-003
 9.1560000E+003, 7.8300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000380E-003
 9.1680000E+003, 7.8400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4973451E-003
 9.1800000E+003, 7.8500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4992664E-003
 9.1920000E+003, 7.8600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009148E-003
 9.2040000E+003, 7.8700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002615E-003
 9.2160000E+003, 7.8800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4990554E-003
 9.2280000E+003, 7.8900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996883E-003
 9.2400000E+003, 7.9000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4978382E-003
 9.2520000E+003, 7.9100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011733E-003
 9.2640000E+003, 7.9200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5031891E-003
 9.2760000E+003, 7.9300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4992822E-003
 9.2880000E+003, 7.9400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016995E-003
 9.3000000E+003, 7.9500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4989539E-003
 9.3120000E+003, 7.9600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012888E-003
 9.3240000E+003, 7.9700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999379E-003
 9.3360000E+003, 7.9800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007723E-003
 9.3480000E+003, 7.9900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5033311E-003
 9.3600000E+003, 8.0000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5027179E-003
